Delta ID,Latitude,Longitude,Tidal range (m),Permafrost classification with ice content,Distance to nearest community (m),Canadian geographic name,Language spoken,Name of region in original language,Community type,Province
NUNATA2_D10,53.481292,-59.916778,2.24,Isolated patches with low ground ice content to nil ice content (<10% to 0%),15867.01482,Sheshatshiu Innu First Nation,Undetermined, ,First Nation Administrative Location,Newfoundland and Labrador
NUNATA2_D11,53.354691,-60.349152,2.24,Isolated patches with low ground ice content to nil ice content (<10% to 0%),6790.648054,Happy Valley - Goose Bay,Undetermined, ,Town,Newfoundland and Labrador
NUNATA2_D12,54.85096,-59.86195,2.37,Sporadic discontinuous permafrost with low ground ice content to nil ice content (<10% to 0%),7633.983145,Postville,Undetermined, ,Community,Newfoundland and Labrador
NWA5_H4,76.120646,-116.593461,0.42,Continuous permafrost with medium to low ground ice content (10% to <10%),531161.1135,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA5_H5,76.004339,-116.438257,0.47,Continuous permafrost with medium to low ground ice content (10% to <10%),522883.3856,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA5_H6,75.818097,-115.97074,0.5,Continuous permafrost with medium to low ground ice content (10% to <10%),513905.0163,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA5_H7,75.81285,-116.16814,0.5,Continuous permafrost with medium to low ground ice content (10% to <10%),510110.3784,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
NWA5_H13,75.533177,-110.991123,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),471373.4598,Resolute,Undetermined, ,Hamlet,Nunavut
NWA5_H14,75.525963,-111.141872,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),475525.3204,Resolute,Undetermined, ,Hamlet,Nunavut
NWA5_H15,75.811432,-111.959123,0.31,Continuous permafrost with medium to low ground ice content (10% to <10%),500608.0331,Resolute,Undetermined, ,Hamlet,Nunavut
NWA5_H16,76.160004,-114.90777,0.29,Continuous permafrost with medium ground ice content (10% to 20%),561654.6208,Sachs Harbour,Undetermined, ,Hamlet,Northwest Territories
A4_D2,70.159296,-71.427188,1.77,Continuous permafrost with low ground ice content (<10%),111963.5039,Clyde River,Undetermined, ,Hamlet,Nunavut
A5_D1,69.533326,-76.222387,4.29,Continuous permafrost with low ground ice content (<10%),215658.1026,Sanirajak,"Inuktitut, Eastern Canadian",ᓴᓂᕋᔭᒃ,Hamlet,Nunavut
A5_D2,69.663812,-76.199986,4.29,Continuous permafrost with low ground ice content (<10%),220865.6062,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D3,69.669756,-76.337438,4.29,Continuous permafrost with low ground ice content (<10%),215625.9513,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D4,69.702499,-76.408219,4.29,Continuous permafrost with low ground ice content (<10%),213314.3486,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D5,69.846494,-76.701658,4.1,Continuous permafrost with low ground ice content (<10%),204829.9894,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D6,69.94546,-76.989584,4.05,Continuous permafrost with low ground ice content (<10%),196834.956,Igloolik,"Inuktitut, Eastern Canadian", ,Hamlet,Nunavut
A5_D7,71.453494,-74.918569,1.95,Continuous permafrost with low ground ice content (<10%),173961.6044,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A5_D8,71.197782,-74.219224,1.94,Continuous permafrost with low ground ice content (<10%),211722.9375,Pond Inlet,Undetermined, ,Hamlet,Nunavut
A13_D1,77.939245,-99.047377,0.59,Continuous permafrost with medium ground ice content (10% to 20%),378587.3075,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D2,77.964986,-99.074794,0.59,Continuous permafrost with medium ground ice content (10% to 20%),381511.7609,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D3,77.988684,-99.029088,0.59,Continuous permafrost with medium ground ice content (10% to 20%),383667.9054,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D4,78.064721,-98.920893,0.53,Continuous permafrost with medium ground ice content (10% to 20%),390932.8443,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D7,78.121325,-99.109436,0.53,Continuous permafrost with medium ground ice content (10% to 20%),398293.6682,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D8,78.152405,-99.198339,0.53,Continuous permafrost with medium ground ice content (10% to 20%),402232.8749,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D11,78.196321,-99.301247,0.53,Continuous permafrost with medium ground ice content (10% to 20%),407632.9454,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D12,78.203671,-99.357191,0.53,Continuous permafrost with medium ground ice content (10% to 20%),408824.0201,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D13,78.239111,-99.446951,0.53,Continuous permafrost with medium ground ice content (10% to 20%),413232.9147,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D14,78.281065,-99.489848,0.53,Continuous permafrost with medium ground ice content (10% to 20%),417976.9774,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D15,78.301693,-99.6223,0.53,Continuous permafrost with medium ground ice content (10% to 20%),421145.827,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D18,78.335674,-99.761661,0.47,Continuous permafrost with medium ground ice content (10% to 20%),425782.0437,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D19,78.355027,-99.752161,0.45,Continuous permafrost with medium ground ice content (10% to 20%),427741.0089,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D20,78.409299,-99.771648,0.45,Continuous permafrost with medium ground ice content (10% to 20%),433592.8896,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D21,78.416662,-99.791027,0.45,Continuous permafrost with medium ground ice content (10% to 20%),434513.2375,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D22,78.526273,-99.590403,0.42,Continuous permafrost with medium ground ice content (10% to 20%),444623.44,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D23,78.601368,-99.742404,0.4,Continuous permafrost with medium ground ice content (10% to 20%),453642.4763,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D24,78.622302,-100.034477,0.37,Continuous permafrost with medium ground ice content (10% to 20%),457957.3014,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D25,78.634876,-100.006193,0.37,Continuous permafrost with medium ground ice content (10% to 20%),459073.086,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D26,78.64063,-100.043928,0.37,Continuous permafrost with medium ground ice content (10% to 20%),459955.3888,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D27,78.824494,-100.518951,0.34,Continuous permafrost with medium ground ice content (10% to 20%),482786.809,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D28,78.770053,-100.937404,0.31,Continuous permafrost with medium ground ice content (10% to 20%),480393.4931,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D29,78.801964,-101.037338,0.31,Continuous permafrost with medium ground ice content (10% to 20%),484510.9227,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D31,79.004643,-101.376573,0.3,Continuous permafrost with medium ground ice content (10% to 20%),508217.1435,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D32,78.901019,-102.479659,0.22,Continuous permafrost with medium ground ice content (10% to 20%),507391.2046,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D33,78.885232,-102.486158,0.22,Continuous permafrost with medium ground ice content (10% to 20%),505874.3128,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D34,78.877006,-102.524401,0.22,Continuous permafrost with medium ground ice content (10% to 20%),505420.3354,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D35,79.075208,-102.623611,0.22,Continuous permafrost with medium ground ice content (10% to 20%),526209.8298,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D36,79.104843,-102.694219,0.22,Continuous permafrost with medium ground ice content (10% to 20%),529838.3154,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D37,79.119183,-102.705519,0.22,Continuous permafrost with medium ground ice content (10% to 20%),531382.9926,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D38,79.182419,-102.901327,0.22,Continuous permafrost with medium ground ice content (10% to 20%),539533.1027,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D39,79.199538,-102.917332,0.22,Continuous permafrost with medium ground ice content (10% to 20%),541397.212,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D41,78.987294,-104.172063,0.33,Continuous permafrost with medium ground ice content (10% to 20%),533232.4172,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D42,78.954446,-104.093079,0.33,Continuous permafrost with medium ground ice content (10% to 20%),529219.2877,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D43,78.893763,-103.826755,0.33,Continuous permafrost with medium ground ice content (10% to 20%),520475.2524,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D44,78.700885,-103.478309,0.33,Continuous permafrost with medium ground ice content (10% to 20%),498091.1993,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D45,78.670208,-103.470599,0.33,Continuous permafrost with medium ground ice content (10% to 20%),495062.0387,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D46,78.616976,-103.377426,0.33,Continuous permafrost with medium ground ice content (10% to 20%),488909.922,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D47,78.557517,-103.46447,0.33,Continuous permafrost with medium ground ice content (10% to 20%),484233.8595,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D49,78.526534,-103.464905,0.33,Continuous permafrost with medium ground ice content (10% to 20%),481296.3205,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D50,78.508628,-103.505471,0.33,Continuous permafrost with medium ground ice content (10% to 20%),480077.3511,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D51,78.524364,-103.738333,0.33,Continuous permafrost with medium ground ice content (10% to 20%),484334.9567,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D52,78.517361,-103.906746,0.33,Continuous permafrost with medium ground ice content (10% to 20%),485718.4557,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D53,78.519653,-103.984919,0.33,Continuous permafrost with medium ground ice content (10% to 20%),486889.1174,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D54,78.571172,-104.402028,0.33,Continuous permafrost with medium ground ice content (10% to 20%),496830.599,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D55,78.544182,-104.91906,0.34,Continuous permafrost with medium ground ice content (10% to 20%),501000.1708,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D56,78.529506,-104.956253,0.34,Continuous permafrost with medium ground ice content (10% to 20%),500169.7006,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D57,78.288316,-104.496313,0.34,Continuous permafrost with medium ground ice content (10% to 20%),472409.7982,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D59,78.288179,-103.836537,0.45,Continuous permafrost with medium ground ice content (10% to 20%),463633.6967,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D61,78.319221,-103.637031,0.46,Continuous permafrost with medium ground ice content (10% to 20%),463946.0012,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D62,78.322782,-103.583549,0.46,Continuous permafrost with medium ground ice content (10% to 20%),463603.6847,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D63,78.335051,-103.434102,0.46,Continuous permafrost with medium ground ice content (10% to 20%),462888.11,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D64,78.347515,-103.315323,0.46,Continuous permafrost with medium ground ice content (10% to 20%),462601.9529,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D65,78.371455,-102.892327,0.46,Continuous permafrost with medium ground ice content (10% to 20%),459845.613,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D66,78.372268,-102.826491,0.46,Continuous permafrost with medium ground ice content (10% to 20%),459161.9955,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D67,78.378164,-102.720475,0.46,Continuous permafrost with medium ground ice content (10% to 20%),458513.9679,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D68,78.293107,-102.088436,0.51,Continuous permafrost with medium ground ice content (10% to 20%),443206.8491,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D69,78.275179,-101.926513,0.51,Continuous permafrost with medium ground ice content (10% to 20%),439692.512,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D70,78.210776,-101.402747,0.52,Continuous permafrost with medium ground ice content (10% to 20%),427795.5149,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D71,78.170273,-101.012291,0.52,Continuous permafrost with medium ground ice content (10% to 20%),419788.2156,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D72,78.148943,-100.99567,0.52,Continuous permafrost with medium ground ice content (10% to 20%),417477.6269,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D73,78.061712,-100.817715,0.56,Continuous permafrost with medium ground ice content (10% to 20%),406925.9125,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D74,78.018131,-100.830403,0.56,Continuous permafrost with medium ground ice content (10% to 20%),402675.1292,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D75,77.868852,-100.573291,0.6,Continuous permafrost with medium ground ice content (10% to 20%),385067.7297,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D76,77.862725,-100.479689,0.6,Continuous permafrost with medium ground ice content (10% to 20%),383493.1411,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D77,77.788032,-99.855855,0.64,Continuous permafrost with medium ground ice content (10% to 20%),369784.144,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D78,77.815625,-99.53243,0.64,Continuous permafrost with medium ground ice content (10% to 20%),369665.7338,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D79,78.035271,-94.960254,0.91,Continuous permafrost with medium ground ice content (10% to 20%),347466.7668,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D80,78.109324,-94.911946,0.95,Continuous permafrost with medium ground ice content (10% to 20%),350080.0371,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D81,78.216568,-95.260898,0.81,Continuous permafrost with medium ground ice content (10% to 20%),362639.4264,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D82,78.519285,-96.230377,0.58,Continuous permafrost with medium ground ice content (10% to 20%),397920.9542,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D83,78.721856,-98.363656,0.41,Continuous permafrost with medium ground ice content (10% to 20%),450033.3011,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D84,78.60757,-98.259723,0.45,Continuous permafrost with medium ground ice content (10% to 20%),442324.9582,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D85,78.559784,-98.071461,0.41,Continuous permafrost with medium ground ice content (10% to 20%),436265.0565,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_D86,78.416848,-98.197427,0.46,Continuous permafrost with medium ground ice content (10% to 20%),424318.9273,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D87,78.311117,-98.0699,0.53,Continuous permafrost with medium ground ice content (10% to 20%),412169.8814,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D88,78.281595,-97.858254,0.57,Continuous permafrost with medium ground ice content (10% to 20%),407878.0578,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D89,78.246421,-97.781258,0.57,Continuous permafrost with medium ground ice content (10% to 20%),403664.7839,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D90,78.208248,-97.362678,0.57,Continuous permafrost with medium ground ice content (10% to 20%),397565.9208,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D91,78.198403,-97.305597,0.57,Continuous permafrost with medium ground ice content (10% to 20%),396243.4546,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D93,78.108399,-96.906338,0.57,Continuous permafrost with medium ground ice content (10% to 20%),384771.6991,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D94,78.096426,-96.857014,0.57,Continuous permafrost with medium ground ice content (10% to 20%),383272.7021,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D95,77.989282,-97.46706,0.63,Continuous permafrost with medium ground ice content (10% to 20%),374077.4473,Resolute,Undetermined, ,Hamlet,Nunavut
A13_D96,77.949289,-97.296358,0.63,Continuous permafrost with medium ground ice content (10% to 20%),368900.1685,Resolute,Undetermined, ,Hamlet,Nunavut
A16_T10,79.683371,-81.000241,0.26,Continuous permafrost with medium ground ice content (10% to 20%),367287.1879,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T12,79.696728,-81.123278,0.26,Continuous permafrost with medium ground ice content (10% to 20%),368444.0631,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T14,79.75762,-81.511671,0.26,Continuous permafrost with medium ground ice content (10% to 20%),374337.388,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T17,81.009436,-75.129571,<Null>,Continuous permafrost with medium ground ice content (10% to 20%),539021.2332,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T21,81.75524,-65.357073,2.13,Continuous permafrost with medium ground ice content (10% to 20%),695500.7728,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T47,80.539325,-70.62111,4.56,Continuous permafrost with low ground ice content (<10%),533107.35,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T77,79.454375,-73.960347,5.05,Continuous permafrost with low ground ice content (<10%),397186.2353,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T107,79.063869,-77.167925,4.93,Continuous permafrost with medium ground ice content (10% to 20%),324911.8298,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A16_T108,79.068947,-78.823068,5.27,Continuous permafrost with medium ground ice content (10% to 20%),311275.3094,Grise Fiord,Undetermined, ,Hamlet,Nunavut
